,last,first,middle,dept,leave,visiting,title,degrees,name
398,zaki,safa,r.,['psychology'],n,0,assistant professor of psychology,"b.a. (1989) american university, cairo; ph.d. (1996) arizona state university",
399,zamutto,nicholas,,['art'],n,0,arthur j. levitt artist-in-residence in art,,
400,zhang,yinglei,,['chinese'],n,1,visiting lecturer in chinese,m.ed. (2001) saint michael’s college,
401,zimmerberg,betty,,['psychology'],f,0,professor of psychology,b.a. (1971) harvard; ph.d. (1976) c.u.n.y.,
402,zimmerman,david,j.,['political economy'],n,0,orrin sage professor of political economy,b.comm. (1985) university of toronto; ph.d. (1992) princeton,
403,zottoli,steven,j.,['biology'],n,0,howard b. schow ’50 and nan w. schow professor of biology,b.a. (1969) bowdoin; ph.d. (1976) university of massachusetts,
0,aalberts,daniel,p.,['physics'],n,0,associate professor of physics,b.s. (1989) m.i.t.; ph.d. (1994) m.i.t.,
1,aaron,jonathan,,['english'],n,1,"margaret bundy scott visiting professor of english, fall semester",b.a. (1964) university of chicago; ph.d. (1974) yale,
2,abbas,sadia,,['english'],n,1,visiting assistant professor of english,b.a. (1992) wellesley college; ph.d. (2002) brown,
3,adams,colin,c.,['math'],n,0,thomas t. read professor of mathematics,b.s. (1978) m.i.t.; ph.d. (1983) university of wisconsin,
4,albrecht,jeannie,r,['computer science'],n,0,assistant professor of computer science,"b.s. (2001) gettysburg college; ph.d. (2007) university of california, san diego",
5,ali,laylah,,['art'],n,0,associate professor of art,b.a. (1991) williams; m.f.a. (1994) washington university,
6,altschuler,marsha,i.,['biology'],n,0,professor of biology,b.s. (1972) university of rochester; ph.d. (1979) indiana university,
7,art,henry,w.,['biology'],n,0,samuel fessenden clarke professor of biology,a.b. (1966) dartmouth; ph.d. (1971) yale,
8,aubert,guillaume,,"['history', 'humanities', 'social sciences']",f,0,"assistant professor of history and fellow of the oakley center for the humanities and social sciences, fall semester",b.a. (1992) university de tours-france; ph.d. (2002) tulane,
9,backus,david,h.,['geosciences'],n,0,lecturer in geosciences,"b.a. (1982) haverford college; ph.d. (1998) university of washington, seattle",
10,bailey,duane,a.,['computer science'],n,0,professor of computer science,b.a. (1982) amherst college; ph.d. (1988) university of massachusetts,
11,baker-white,robert,,['theatre'],y,0,professor of theatre,b.a. (1980) williams; ph.d (1990) stanford,
12,bakija,jon,m.,['economics'],y,0,associate professor of economics,b.a. (1990) wesleyan; ph.d. (1999) university of michigan,
13,banta,lois,m.,['biology'],f,0,associate professor of biology,b.a. (1983) johns hopkins; ph.d. (1990) california institute of technology,
14,barrale,bill,,['physical education'],n,0,assistant professor of physical education,b.a. (1994) northeastern; m.a. (2004) rowan university,
15,barrett,andrea,,['english'],n,0,lecturer in english,b.s. (1974) union college,
16,barry,melissa,j.,['philosophy'],f,0,assistant professor of philosophy,b.a. (1988) wheaton; ph.d. (1998) notre dame,
17,bartlett,randall,,['economics'],n,1,"visiting professor of economics, spring semester",b.s. (1966) occidental college; ph.d. (1971) stanford,
18,beaver,donald,deb,['history'],n,0,professor of history of science,a.b. (1958) harvard; ph.d. (1966) yale,
19,beaver,olga,r.,['math'],s,0,professor of mathematics,b.a. (1968) university of missouri; ph.d. (1979) university of massachusetts,
20,bell,ilona,d.,['english'],n,0,professor of english,b.a. (1969) radcliffe; ph.d. (1977) boston college,
21,bell,robert,h.,['english'],n,0,frederick latimer wells professor of english,b.a. (1967) dartmouth; ph.d. (1972) harvard,
22,bell-villada,gene,h.,"['romance languages', 'romance languages']",n,0,professor of romance languages,b.a. (1963) university of arizona; ph.d. (1974) harvard,
23,benedict,ben,,['art'],n,0,lecturer in art,b.a. (1973) yale; m.arch. (1976) yale school of architecture,
24,bernhardsson,magnus,t.,['history'],n,0,associate professor of history,"b.a. (1990) university of iceland, ph.d. (1999) yale",
25,bingemann,dieter,,['chemistry'],n,0,assistant professor of chemistry,"ph.d. (1994) university gottengen, germany",
26,bloxam,m.,jennifer,['music'],n,0,professor of music,b.m. (1979) university of illinois; ph.d. (1987) yale,
27,bolton,christopher,a.,"['comparative literature', 'japanese']",n,0,assistant professor of japanese and comparative literature,a.b.  (1989) harvard; ph.d. (1998) stanford,
28,bolton,sarah,r.,['physics'],n,0,associate professor of physics,"b.s. (1988) brown; ph.d. (1995) university of california, berkeley",
29,botts,carsten,,['statistics'],n,0,assistant professor of statistics,b.s. (1998) georgetown; ph.d. (2005) iowa state university,
30,bowers,greg,j.,['music'],n,1,"visiting assistant professor of music, fall semester",b.a. (1993) lewis and clark college; ph.d. (2006) university of washington,
31,bradburd,ralph,m.,['political economy'],y,0,david a. wells professor of political economy,b.a. (1970) columbia; ph.d. (1976) columbia,
32,brainerd,elizabeth,,['economics'],n,0,associate professor of economics,b.a. (1985) bowdoin; ph.d. (1996) harvard,
33,brothers,deborah,a.,['theatre'],n,0,costume director and lecturer in theatre,b.a. (1976) university of new orleans; m.f.a. (1979) california institute of the arts,
34,brown,ernest,d.,['music'],n,0,professor of music,b.a. (1969) harvard; ph.d. (1984) university of washington,
35,brown,michael,f.,"['american studies', 'latin', 'humanities', 'social sciences']",n,0,james n. lambert ’39 professor of latin american studies and director of the oakley center for the humanities and social sciences,a.b. (1972) princeton; ph.d. (1981) university of michigan,
36,bruton,henry,j.,['economics'],n,1,visiting professor of economics,b.a. (1943) texas; ph.d. (1952) harvard,
37,bryant,freddie,,"['africana studies', 'music']",n,1,visiting lecturer in music and africana studies,b.a. (1987) amherst; m.a. (1994) yale,
38,bryant,shannon,,['physical education'],n,0,assistant professor of physical education,b.a. (1992) brown; m.s.p. (2005) u.s. sports academy,
39,bucky,jean-bernard,,['art'],n,0,william dwight whitney professor of arts and director of the faculty center for media technologies,"b.s. (1958) queens, c.u.n.y.; m.f.a. (1966) carnegie-mellon",
40,buell,denise,kimber,['religion'],n,0,professor of religion,a.b. (1987) princeton; ph.d. (1995) harvard,
41,bundtzen,lynda,k.,['english'],n,0,herbert h. lehman professor of english,b.a. (1968) university of minnesota; ph.d. (1972) university of chicago,
42,burger,edward,b.,['math'],n,0,professor of mathematics,"b.a. (1985) connecticut college; ph.d. (1990) university of texas, austin",
43,burrow,john,w.,['history'],n,1,"bennet boskey visiting professor of history, spring semester",b.a. (1955) christ’s college; ph.d. (1961) christ’s college,
44,burton,sandra,l.,"['dance', 'physical education']",n,0,lipp family director of dance and assistant professor of physical education,b.a. (1976) c.u.n.y.; m.f.a. (1987) bennington college,
45,campanelli,matthew,r.,['physical education'],n,0,lecturer in physical education,b.a. (2000) williams; m.p.e. (2003) springfield college,
46,caprio jr.,gerard,,['economics'],n,0,professor of economics,b.a. (1972) williams; ph.d. (1976) univerisity of michigan,
47,carbone,jared,c.,['economics'],n,0,assistant professor of economics,b.a. (1997) wesleyan; ph.d.  (2003) university of colorado,
48,carlson,jerry,w.,['art'],n,0,"adjunct professor of art in williams in new york program, fall semester",b.a. williams; ph.d. university of chicago,
49,carlton,james,t.,"['biology', 'mystic', 'maritime studies']",n,0,director of williams-mystic program and professor of marine science and adjunct professor of biology,"b.a. (1971) university of california, berkeley; ph.d. (1979) university of california, davis",
50,case,alison,a.,['english'],n,0,professor of english,b.a. (1984) oberlin; ph.d. (1991) cornell,
51,cassiday,julie,a.,['russian'],n,0,professor of russian,b.a. (1986) grinnell; ph.d. (1995) stanford,
52,catalano jr.,cosmo,a.,"['dance', 'theatre']",n,0,"theatre production manager, technical supervisor for the ’62 center for theatre and dance, and lecturer in theatre",b.a. (1976) university of iowa; m.f.a. (1979) yale,
53,cepeda,maria,e.,['latin'],n,0,assistant professor of latina/o studies,b.a. (1995) kenyon college; ph.d. (2003) university of michigan,
54,chan,lynne,,['art'],n,1,"visiting lecturer in art, spring semester","b.a. (1997) university of california, los angeles; m.f.a. (2006) columbia",
55,chandler,g.,donald,['leadership studies'],n,1,class of 1948 distinguished visiting professor of leadership studies,b.a. (1972) williams; m.b.a. (1978) harvard business school,
56,chang,cecilia,,['chinese'],n,0,assistant professor of chinese,"b.a. (1981) fu-jen university; ph.d. (2004) university of massachusetts, amherst",
57,chavoya,ondine,,['art'],n,0,assistant professor of art,"b.a. (1992) university of california, santa cruz; ph.d. (2002) university of rochester",
58,chia,juliet,,['theatre'],n,1,"visiting lecturer in theatre, fall semester",b.a. (1997) williams; m.f.a. (2000) university of washington,
59,christensen,kerry,a.,['ancient languages'],n,0,garfield professorship of ancient languages,b.a. (1981) swarthmore; ph.d. (1993) princeton,
60,cleghorn,cassandra,j.,"['american studies', 'english', 'humanities', 'social sciences']",s,0,"senior lecturer in english and american studies and fellow of the oakley center for the humanities and social sciences, spring semester","b.a. (1983) university of california, santa cruz; ph.d. (1995) yale",
61,conforti,michael,p.,"['art', 'history']",n,0,lecturer in the graduate art program in art history,b.a. (1968) trinity college; ph.d. (1977) harvard,
62,cox,ronadh,,['geosciences'],n,0,associate professor of geosciences,b.s. (1985) university college dublin; ph.d. (1993) stanford,
63,cramer,phebe,,['psychology'],n,0,professor of psychology,"b.a. (1957) university of california, berkeley; ph.d. (1962) new york university",
64,crane,george,t.,"['humanities', 'political science', 'social sciences']",f,0,"professor of political science and fellow of the oakley center for the humanities and social sciences, fall semester","b.a. (1979) s.u.n.y., purchase; ph.d. (1986) university of wisconsin, madison",
65,creighton,marshall,k.,['physical education'],n,0,lecturer in physical education,b.a. (2002) williams,
66,cruz,joseph,l.,['philosophy'],y,0,associate professor of philosophy,b.a. (1991) williams; ph.d. (1999) university of arizona,
67,dalzell jr.,robert,f.,['american studies'],n,0,frederick rudolph 1942 professor of american culture,b.a. (1959) amherst; ph.d. (1966) yale,
68,dankmeyer,erica,,['theatre'],n,1,"visiting lecturer in theatre, spring semester",b.a. (1991) williams,
69,danyluk,andrea,,['computer science'],n,0,professor of computer science,a.b. (1984) vassar; ph.d. (1992) columbia,
70,darrow,william,r.,[None],n,0,lissack professor for social responsibility and personal ethics,"b.a. (1970) university of california, santa barbara; ph.d. (1981) harvard",
71,davis,theo,,['english'],n,0,assistant professor of english,b.a. (1994) brown; ph.d. (2002) johns hopkins university,
72,dean,derek,,['biology'],n,0,instructor in biology,b.a. (1994) oberlin; ph.d. (2004) cornell,
73,de gooyer,alan,w.,['english'],n,0,lecturer in english,b.a. (1991) colorado state; ph.d. (1994) university of virginia,
74,dekel,edan,,['classics'],n,0,assistant professor of classics,"b.a. (1996) brown; ph.d. (2005) university of california, berkeley",
75,desrosiers,nicole,s.,"['romance languages', 'romance languages']",n,0,lecturer in romance languages,c.a.p.e.s. (1970) clermont-ferrand; ph.d. (1980) university of massachusetts,
76,dethier,david,p.,['geosciences'],n,0,edward brust professor of geology and mineralogy,b.a. (1972) dartmouth; ph.d. (1977) university of washington,
77,devadoss,satyan,l.,['math'],n,0,associate professor of mathematics,b.s. (1993) north central college; ph.d. (1999) johns hopkins university,
78,deveaux,monique,,['political science'],n,0,associate professor of political science,b.a. (1989) mcgill; ph.d. (1997) cambridge,
79,de veaux,richard,d.,['statistics'],n,0,professor of statistics,a.b. (1973) princeton; ph.d. (1986) stanford,
80,dew,charles,b.,"['history', 'american studies']",y,0,ephraim williams professor of american history,b.a. (1958) williams; ph.d. (1964) johns hopkins,
81,dewitt,william,,['biology'],n,0,c. carlisle and margaret tippit professor of biology,b.a. (1961) williams; ph.d. (1966) princeton,
82,di cenzo,daniel,a.,['physical education'],n,0,assistant professor of physical education,b.a. (2001) williams,
83,diers,kai,a.,['german'],n,1,visiting assistant professor of german,ph.d. (2007) rutgers,
84,dolgert,stefan,,['political science'],n,1,"visiting assistant professor of political science, spring semester",b.a. (1990) university of southern california; m.a. (2006) duke university,
85,dreyfus,georges,b.,['religion'],n,0,jackson professor of religion,bachelors (1969) la chaux-de-fonds; ph.d. (1991) university of virginia,
86,druxes,helga,,['german'],f,0,professor of german,a.m. (1985) brown; ph.d. (1987) brown,
87,dubow,sara,l.,['history'],n,1,visiting assistant professor of history,b.a. (1991) williams; ph.d. (2003) rutgers,
88,dudley,william,c.,['philosophy'],n,0,associate professor of philosophy,b.a. (1989) williams; ph.d. (1998) northwestern,
89,dunn,susan,,['humanities'],n,0,professor of humanities,a.b. (1966) smith; ph.d. (1973) harvard,
90,edwards,david,b.,"['anthropology', 'humanities', 'social sciences']",s,0,"carl w. vogt ’58 professor of anthropology and fellow of the oakley center for the humanities and social sciences, spring semester",b.a. (1975) princeton; ph.d. (1986) university of michigan,
91,edwards,holly,,['art'],n,0,senior lecturer in art,b.a. (1975) princeton; ph.d. (1990) new york university institute of fine arts,
92,edwards,joan,,['biology'],f,0,washington gladden 1859 professor of biology,b.a. (1971) university of michigan; ph.d. (1978) university of michigan,
93,ehrlich,gretel,,"['environmental studies', 'international studies']",n,1,"class of 1946 visiting professor of international environmental studies, spring semester","m.a. (2002) university of arizona, tucson",
94,eibach,richard,,['psychology'],n,0,"assistant professor of psychology, fall semester",b.a. (1997) cornell; ph.d. (2003) cornell,
95,engel,susan,l.,['psychology'],n,0,senior lecturer in psychology and director of teaching program,b.a. (1980) sarah lawrence; ph.d. (1986) city university of new york,
96,eppel,david,,['theatre'],n,0,professor of theatre and academic director of the multicultural center,b.a. (1971) university of cape town; m.f.a. (1986) columbia,
97,epping,edward,a.,['art'],s,0,alexander d. falck class of 1899 professor of art,b.a. (1970) western illinois university; m.f.a. (1973) university of wisconsin,
98,erickson,peter,,['humanities'],n,1,visiting professor of humanities,"b.a. (1967) amherst; ph.d. (1975) university of california, santa cruz",
99,erikson,kai,,['sociology'],n,1,"visiting professor of sociology, fall semester",b.a. (1953) reed college; ph.d. (1963) university of chicago,
100,farley,richard,j.,['physical education'],n,0,assistant professor of physical education,b.s. (1968) boston university; m.ed. (1974) boston university,
101,farwell,peter,k.,['physical education'],n,0,assistant professor of physical education,b.a. (1973) williams; m.a. (1990) central michigan,
102,fealing,kaye,husbands,['economics'],y,0,william brough professor of economics,b.a. (1981) university of pennsylvania; ph.d. (1990) harvard,
103,fein,steven,,['psychology'],n,0,professor of psychology,a.b. (1986) princeton; ph.d. (1991) university of michigan,
104,feldman,ronald,l.,['art'],n,0,artist-in-residence in orchestral/instrumental performance,b.m. (1971) boston university school for the arts;,
105,filipczak,zirka,z.,['art'],n,0,preston s. parish ’41 third century professor of art,b.a. (1964) barnard; ph.d. (1973) harvard,
106,fisher,anne,,['russian'],n,1,visiting assistant professor of russian,b.a. (1997) university of oklahoma; ph.d. (2005) university of michigan,
107,fisher jr.,robert,l.,['physical education'],n,0,assistant professor of physical education and associate director of athletics,b.a. (1970) st. lawrence; m.ed. (1974) st. lawrence,
108,fishzon,anna,,"['history', 'russian']",n,0,assistant professor of russian history,,
109,fix,stephen,e.,['english'],n,0,robert g. scott ’68 professor of english aned coordinator of the tutorial program,a.b. (1974) boston college; ph.d. (1980) cornell,
110,foias,antonia,e.,['anthropology'],n,0,associate professor of anthropology,b.a. (1987) harvard/radcliffe; ph.d. (1996) vanderbilt university,
111,forkey,kevin,r.,['physics'],n,0,lecturer in physics,b.a. (1981) cornell,
112,fortunato,michael,,['economics'],n,1,visiting professor of economics,a.b. (1976) columbia; ph.d. (1982) harvard,
113,fox,soledad,,"['romance languages', 'romance languages']",n,0,associate professor of romance languages,b.a. (1990) sarah lawrence college; ph.d. (2001) city university of new york,
114,french,jennifer,l.,"['latin', 'spanish', 'american studies']",n,0,assistant professor in latin-american literature and spanish language,b.a. (1995) college of william & mary; ph.d. (2001) rutgers,
115,freund,stephen,n.,['computer science'],n,0,assistant professor of computer science,b.s. (1995) stanford; ph.d. (2000) stanford,
116,gallay,paul,,['environmental studies'],n,1,"visiting professor of environmental studies, fall semester",b.a. (1981) williams; j.d. (1984) columbia,
117,ganz,james,a.,"['art', 'history']",n,0,lecturer in the graduate program in art history,b.a. (1986) trinity college; ph.d. (2000) yale,
118,garbarini,alexandra,,['history'],y,0,assistant professor of history,b.a. (1994) williams; ph.d. (2003) ucla,
119,gardner,sarah,,['environmental studies'],n,0,lecturer in environmental studies,b.a. (1985) smith; ph.d. (2000) c.u.n.y.,
120,garrity,thomas,a.,['math'],n,0,william r. kenanjr. professor of mathematics,b.s. (1981) university of texas; ph.d. (1986) brown,
121,gazzale,robert,,['economics'],y,0,assistant professor of economics,b.s. (1990) georgetown; ph.d. (2004) university of michigan,
122,gehring,amy,,['chemistry'],n,0,assistant professor of chemistry,b.a. (1994) williams; ph.d. (1998) harvard,
123,gentry,william,,['economics'],f,0,associate professor of economics,s.b. (1986) mit; ph.d. (1991) princeton,
124,gerrard,steven,b.,"['humanities', 'philosophy', 'social sciences']",y,0,professor of philosophy and herbert h. lehman fellow of the oakley center for the humanities and social sciences,b.a. (1978) amherst; ph.d. (1987) university of chicago,
125,gilbert,lisa,,"['geosciences', 'mystic', 'maritime studies']",n,0,assistant professor of marine science and assistant professor of geosciences at williams-mystic,b.a. (1997) darthmouth; ph.d. (2004) university of washington,
126,glier,michael,a.,['art'],y,0,professor of art,b.a. (1976) williams; m.a. (1979) hunter,
127,glover,allison,,['spanish'],n,1,visiting lecturer in spanish,b.a. (1992) allegany college; m.a. (2003) middlebury,
128,goethals ii,george,r.,['psychology'],y,0,professor of psychology,a.b. (1966) harvard; ph.d. (1970) duke,
129,goh,christopher,,['chemistry'],n,1,visiting assistant professor of chemistry,b.s. (1989) university of durham; ph.d. (1996) harvard,
130,goh,sarah,,['chemistry'],y,0,assistant professor of chemistry,"b.s. (1996) university of michigan; ph.d. (2004) university of california, berkeley",
131,goldberg,eric,j.,['history'],s,0,associate professor of history,b.a. (1991) university of pennsylvania; ph.d. (1998) university of virginia,
132,goldstein,darra,j.,"['humanities', 'russian', 'social sciences']",y,0,"francis christopher oakley third century professor of russian and fellow of the oakley center for the humanities and social sciences, fall semester",b.a. (1973) vassar; ph.d. (1983) stanford,
133,gollin,douglas,,['economics'],n,0,associate professor of economics,a.b. (1983) harvard; ph.d. (1990) university of minnesota,
134,gollin,edward,,"['humanities', 'music', 'social sciences']",y,0,assistant professor of music and fellow of the oakley center for the humanities and social sciences,b.a. (1992) mit; ph.d. (2000) harvard,
135,goodman,elisabeth,,['environmental studies'],n,1,"visiting lecturer in environmental studies, fall semester","b.a. rutgers university; j.d. american university, washington college of law",
136,gotlieb,marc,,"['art', 'history']",n,0,director of the graduate program in art history and class of 1955 memorial professor of art,b.a. (1980) university of toronto; ph.d. (1990) johns hopkins,
137,graver,suzanne,l.,['english'],f,1,"visiting professor of english and andrew melllon emeritus faculty fellow, fall semester","b.a. (1958) queens, cuny; ph.d. (1976) university of massachusetts",
138,grees,edward,s.,['physical education'],f,0,assistant professor of physical education,b.a. (1975) windham; m.s. (1982) university of massachusetts,
139,grudin,eva,u.,['art'],n,0,senior lecturer in art,b.a. (1969) boston university,
140,grzelonska,patrycja,,['economics'],n,1,visiting assistant professor of economics,m.a. (1994) university of minnesota; ph.d. (2006) university of minnesota,
141,gutschow,kim,i.,['religion'],n,1,visiting assistant professor of religion,b.a. (1988) harvard; ph.d. (1998) harvard,
142,hammerschlag,sarah,,['religion'],n,0,assistant professor of religion,b.a. (1996) wesleyan; ph.d. (2005) university of chicago,
143,hane,amie,,['psychology'],n,0,assistant professor of psychology,b.a. (1996) university of maryland; ph.d. (2002) university of maryland,
144,hatton,caroline,,['french'],n,1,visiting assistant professor of french language and literature,b.a. rutgers; ph.d. (2002) yale,
145,haugen,jason,d.,[None],n,0,mellon postdoctoral fellow in linguistics,"b.a. (1997) university of texas, austin; ph.d. (2004) university of arizona",
146,haugh,wendi,a.,['anthropology'],n,1,visiting assistant professor of anthropology,b.a. (1991) williams; ph.d. (2005) university of pennsylvania,
147,haxthausen,charles,w.,"['art', 'history']",f,0,robert sterling clark professor of art history,"b.a. (1966) university of st. thomas, houston; ph.d. (1976) columbia",
148,heatherington,laurie,,['psychology'],n,0,edward dorr griffin professor of psychology,"b.a. (1976) miami university, ohio; ph.d. (1981) university of connecticut",
149,hedreen,guy,m.,['art'],y,0,professor of art and co-director of the williams-exeter programme at exeter university,b.a. (1981) pomona; ph.d. (1988) bryn mawr,
150,heeringa,brent,,['computer science'],n,0,assistant professor of computer science,"b.a. (1999) university of minnesota; ph.d. (2006) university of massachusetts, amherst",
151,herman,kris,,['physical education'],n,0,assistant professor of physical education and head coach of softball,b.a. (1986) tufts university; m.a. (1989) tufts university,
152,hirsch,alan,,"['political science', 'justice and law']",n,1,visiting assistant professor of legal studies and political science,b.a. (1981) amherst; j.d. (1985) yale,
153,hirsch,marjorie,w.,['music'],n,0,associate professor of music,b.a. (1982) yale; ph.d. (1989) yale,
154,hoeltge,amy,m.,['chemistry'],n,0,instructor in chemistry,b.s. (2000) framingham state college; ph.d. (2007) university of vermont,
155,holly,michael,ann,"['art', 'history']",n,0,lecturer in the graduate program in art history,,
156,holzapfel,amy,s.,['theatre'],n,0,assistant professor of theatre,b.a. (1996) brown; m.f.a. (2001) yale school of drama,
157,honderich,kiaran,,['economics'],n,1,visiting associate professor of economics,b.a. (1983) oxford; ph.d. (1991) university of massachusetts,
158,hoppin,meredith,c.,['classics'],s,0,frank m. gagliardi professor of classics,b.a. (1972) carleton; ph.d. (1976) university of michigan,
159,howard,charles,n.,['art'],n,0,varnedoe teaching fellow in art,b.a. (2007) williams,
160,hutson,lara,,['biology'],n,0,assistant professor of biology,"b.a. (1989) university of california, san diego; ph.d. (1998) university of washington",
161,jackall,g.,robert,['sociology'],n,0,"willmott family third century professor of sociology and public affairs and director of the williams in new york program, fall semester",b.a. (1963) fordham; ph.d. (1976) new school of social research,
162,jackson,frank,,['art'],n,1,"visiting assistant professor of art, spring semester","b.f.a. (1984) virginia commonwealth university; m.f.a. (1990) university of california, davis",
163,jaffe,andrew,w.,"['art', 'music']",n,0,"lyell b. clay artist-in-residence in jazz, senior lecturer in music and director of jazz performance",b.a. (1973) saint lawrence; m.m. (1977) university of massachusetts,
164,james,joy,a.,"['africana studies', 'political science']",y,0,john b. and john t. mccoy presidential professor of africana studies and college professor of political science,b.a. (1980) st. mary’s university; ph.d. (1987) fordham; m.a. (1988) union theological seminary,
165,jang,ju-yu,scarlett,['art'],n,0,professor of art,"b.a. (1969) nat’l cheng-chih university, taipei; ph.d. (1989) university of california, berkeley",
166,johnson,cathy,m.,['political science'],n,0,professor of political science,b.a. (1979) dartmouth; ph.d. (1986) university of michigan,
167,johnson iii,eugene,j.,['art'],n,0,"amos lawrence professor of art and director of the williams in new york program, spring semester",b.a. (1959) williams; ph.d. (1970) new york university institute of fine arts,
168,johnson,sarah,(liza),['art'],n,0,associate professor of art,"b.a. (1992) williams; m.f.a. (1995) university of california, san diego",
169,johnson,markes,e.,['natural sciences'],n,0,charles l. macmillan professor of natural sciences,b.a. (1971) university of iowa; ph.d. (1977) university of chicago,
170,johnson,stewart,d.,['math'],n,0,professor of mathematics,b.a. (1979) ft. lewis college; ph.d. (1985) stanford,
171,jones,kevin,m.,['physics'],n,0,william edward mcelfresh professor of physics,b.a. (1977) williams; ph.d. (1983) stanford,
172,jorling,thomas,,['environmental studies'],n,1,"visiting distinguished professor of environmental studies, fall semester",b.a. (1962) university of notre dame; l.l.d. (1966) boston college law school,
173,josephson,jason,a.,['religion'],n,0,assistant professor of religion,b.a. (1999) hampshire college; ph.d. (2006) stanford,
174,jottar,berta,p.,"['latin', 'theatre']",n,0,assistant professor of latina/o studies and theatre,b.a. (1993) vcsd; ph.d. (2000) new york university,
175,just,peter,,['anthropology'],n,0,professor of anthropology,b.a. (1972) university of chicago; ph.d. (1986) university of pennsylvania,
176,kagaya,shinko,,"['humanities', 'japanese', 'social sciences']",y,0,"associate professor of japanese and herbert h. lehman fellow of the oakley center for the humanities and social sciences, spring semester",b.a. (1989) aoyama gakuin university; ph.d. (1998) ohio state university,
177,kangas,william,r.,['physical education'],n,0,assistant professor of physical education,b.a. (1982) university of vermont; m.ed. (1994) north adams state college,
178,kaplan,lawrence,j.,['natural sciences'],n,0,halford r. clark professor of natural science,b.s. (1965) university of pittsburgh; ph.d. (1970) purdue,
179,karabinos,paul,m.,['geosciences'],n,0,professor of geosciences,b.s. (1975) university of connecticut; ph.d. (1981) johns hopkins,
180,kasinitz,philip,,['sociology'],n,1,"visiting professor of sociology for the williams in new york program, fall semester",b.a. (1979) boston university; ph.d. (1987) new york university,
181,kassin,saul,m.,['psychology'],y,0,massachusetts professor of psychology,b.a. (1974) brooklyn college; ph.d. (1978) university of connecticut,
182,kavanaugh,robert,d.,['psychology'],n,0,hales professor of psychology,b.a. (1967) holy cross; ph.d. (1974) boston university,
183,kechley,david,s.,['music'],n,0,professor of music,b.mus. (1970) university of washington; d.m.a. (1979) cleveland institute of music,
184,kent,kathryn,r.,['english'],n,0,associate professor of english,b.a. (1988) williams; ph.d. (1996) duke,
185,kieffer,bruce,,['german'],n,0,professor of german,b.a. (1973) columbia; ph.d. (1979) princeton,
186,kieffer,elizabeth,a.,['german'],n,0,lecturer in german,b.a. (1977) rutgers,
187,kim,rebecca,y.,['music'],n,1,"visiting assistant professor of music, fall semester",b.s. (1997) wellesley college; ph.d. (2007) columbia,
188,kirby,kris,n.,['psychology'],n,0,professor of psychology,b.a. (1985) marshall; ph.d. (1991) harvard,
189,kittleson,roger,a.,['history'],n,0,associate professor of history,"b.a. (1985) northwestern; ph.d. (1997) university of wisconsin, madison",
190,kleiner,john,e.,['english'],n,0,professor of english,b.a. (1983) amherst; ph.d. (1991) stanford,
191,klingenberg,bernhard,,['statistics'],y,0,assistant professor of statistics,"b.a. (1996) technical university, austria; ph.d. (2004) university of florida",
192,knopp,sherron,e.,['english'],f,0,john hawley roberts professor of english,a.b. (1971) loyola; ph.d. (1975) u.c.l.a.,
193,kohut,thomas,a.,['history'],f,0,sue and edgar wachenheim iii professor of history,b.a. (1972) oberlin; ph.d. (1983) university of minnesota,
194,kubler,cornelius,c.,['asian studies'],n,0,stanfield professor of asian studies,b.a. (1972) cornell; m.a. (1978) national taiwan university; ph.d. (1981) cornell,
195, kunzel,regina,g.,['history'],y,0,fairleigh s. dickinsonjr. professor of history,b.a. (1981) stanford; ph.d. (1990) yale,
196,kuster,steven,,['physical education'],n,0,assistant professor of physical education,b.a. (1993) university of pennsylvania; m.a. (1999) harvard,
197,kwitter,karen,b.,['astronomy'],n,0,ebenezer fitch professor of astronomy,b.a. (1972) wellesley; ph.d. (1979) u.c.l.a.,
198,laleian,aida,,['art'],n,0,professor of art,"b.f.a. (1978) art institute of chicago; m.f.a. (1980) university of california, davis",
199,lalumia,sara,,['economics'],n,0,assistant professor of economics,b.a. (2000) youngstown state university; ph.d. (2006) university of michigan,
200,lawal,babatunde,,"['art', 'history']",n,1,"robert sterling clark visiting professor of art history, spring semester",b.a. (1966) university of nigeria; ph.d. (1970) indiana university,
201,lee,kai,n.,['environmental studies'],y,0,rosenburg professor of environmental studies,a.b. (1966) columbia; ph.d. (1971) princeton,
202,lenhart,william,j.,"['art', 'computer science']",n,0,a. barton hepburn professor of computer science and provost of the college,b.a. (1977) st. joseph’s; ph.d. (1983) dartmouth,
203,levin,steven,p.,['art'],n,0,professor of art,"b.a. (1976) reed; m.f.a. (1980) university of california, davis",
204,levy,zafrir,,['physical education'],n,0,assistant professor of physical education and head coach of men’s & woman’s squash,b.a. (2001) williams,
205,lewis,briana,,['french'],n,1,visiting assistant professor of french language and literature,b.a. (1999) furman university; ph.d. (2006) university of north carolina,
206,lewis,michael,j.,"['art', 'history']",n,0,faison-pierson-stoddard professor of art history,b.a. (1979) haverford; ph.d. (1989) university of pennsylvania,
207,lewis,scott,a.,['physical education'],n,0,assistant professor of physical education,b.s. (1980) springfield college; m.ed. (1995) springfield college,
208,lieberman,andrew,,['theatre'],y,0,assistant professor of theatre,b.a. (1993) lewis and clark university; m.f.a. (1998) university of washington,
